PROP_ID,PHOTO_URL,MEDIUM_PHOTO_URL,PREFERENCE,DESCRIPTION,PROPERTY_TYPE,CITY,LOCALITY,TRANSACT_TYPE,OWNTYPE,BEDROOM_NUM,BATHROOM_NUM,BALCONY_NUM,PRICE_PER_UNIT_AREA,FURNISH,FACING,AGE,FLOOR_NUM,TOTAL_FLOOR,FEATURES,REGISTER_DATE,PROP_NAME,MIN_PRICE,MAX_PRICE,PRICE_SQFT,LISTING,BUILDING_ID,CARPET_SQFT,SUPERBUILTUP_SQFT,BROKERAGE,MAP_DETAILS,FSL_Data,MIN_AREA_SQFT,MAX_AREA_SQFT,FORMATTED,AMENITIES,TOP_USPS,PD_URL,EXPIRY_DATE,GROUP_NAME,AREA,PRICE,PROP_HEADING,PROP_DETAILS_URL,CLASS_HEADING,CLASS_LABEL,SECONDARY_TAGS,PROPERTY_IMAGES,THUMBNAIL_IMAGES,TOTAL_LANDMARK_COUNT,FORMATTED_LANDMARK_DETAILS,CONTACT_NAME,CONTACT_COMPANY_NAME,DEALER_PHOTO_URL,SOCIETY_NAME,BUILDING_NAME,CITY_ID,LOCALITY_WO_CITY,profile,xid,metadata,location,BUILTUP_SQFT,SUPER_SQFT,COMMON_FURNISHING_ATTRIBUTES,QUALITY_SCORE,FURNISHING_ATTRIBUTES,SIMILARITY_SCORE
U71551520,https://mediacdn.99acres.com/media1/22388/19/447779040T-1695809675959.jpg,https://mediacdn.99acres.com/media1/22388/19/447779040M-1695809676556.jpg,S,"M3m capital is one of gurgaon's most sought after destination for apartments and this 2 bhk flat in sector 113 gurgaon is your opportunity to be a part of this community. The flat is east-Facing. Containing 2 bedroom(s), 2 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 1310 sq.Ft. The flat has a total of 36 floors and this property is situated on 15th floor. This residential property is still under construction and will be available for possession by december 2025. The beautifully designed wood flooring enhances the beauty of the flat. This residential property is situated near close to metro station, close to market and close to railway station. All the modern amenities such as swimming pool, grocery shop, cctv surveillance, club house / community center, fitness centre / gym, lift(s), visitor parking, maintenance staff, park, shopping centre, water softening plant and security personnel will make life easier for you. You enjoy a 24*7 access to water in your flat.",Residential Apartment,Gurgaon,Sector 113 Gurgaon ,1.0,1,2.0,2,4.0,11984.0,4,3,5,15,36.0,"44,23,45,24,46,47,25,26,28,29,30,31,32,10,33,12,17,39,19,1,3,5,6,9,40,41,20,42,21,43","27th Sep, 2023",M3M Capital,15700000,15700000,11984.0,R,1071533,1000.0,1310.0,0.0,"{'LATITUDE': '28.522621253811', 'LONGITUDE': '77.025486549749', 'ZOOM_LEVEL': '14', 'SOURCE': 'BUILDING', 'MAP_ACCURACY': '0', 'MAPPED': 'Y'}",{'LOCALITY_ID': 0},121.70293,121.70293,"{'AVAIL': {'AVAILABILITY': 1, 'SUB_AVAILABILITY': '1000', 'AVAILABILITY_DATE': ''}, 'AVG_PRICE': '15700000', 'PRICE_SQFT': 11984, 'LOGO': 'N', 'FLOOR_NUMBER': '15', 'PROP_TYPE_LABEL': 'Residential Apartment', 'FURNISH_LABEL': 'Semifurnished', 'FURNISHING_ATTRIBUTES': 'Ac,Kit', 'RERA_TYPE': 'RERA', 'PRICE_IN_WORDS': 'Rs. 1.57 Crore', 'DESCRIPTION': '2-bhk-bedroom-residential-apartments-for-sale-in-m3m-capital-sector-113-gurgaon-1310-sq-ft'}","32,10,17,5,20,21,44,23,45,24,46,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,31,33,12,3,101,102,103","['East Facing', 'dwarka sector 21 metro station Nearby', 'm3m capital walk Nearby', 'Recently Renovated']",/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-capital-sector-113-gurgaon-1310-sq-ft-spid-U71551520,2023-11-26 00:00:00,SPID_CONF_GROUPING,1310 sq.ft.,1.57 Cr,2 BHK Flat in Sector 113 Gurgaon,2-bhk-bedroom-apartment-flat-for-sale-in-m3m-capital-sector-113-gurgaon-1310-sq-ft-spid-U71551520,Dealer: Chaahat Homes Infratech private limited,Dealer,"['UNDER CONSTRUCTION', 'RESALE', 'RERA']",['https://mediacdn.99acres.com/media1/22388/19/447779040M-1695809676556.jpg'],['https://mediacdn.99acres.com/media1/22388/19/447779040T-1695809675959.jpg'],8.0,"[{'category': 'MetroStation', 'text': '1 Metro Station', 'className': 'mstn', 'icon': 'https://static.99acres.com/universalapp/img/mstn.png'}, {'category': 'Shopping', 'text': '1 Shopping', 'className': 'shpng', 'icon': 'https://static.99acres.com/universalapp/img/shpng.png'}, {'category': 'Connectivity', 'text': '1 Connectivity', 'className': 'hw', 'icon': 'https://static.99acres.com/universalapp/img/hw.png'}, {'category': 'Education', 'text': '2 Educations', 'className': 'schl', 'icon': 'https://static.99acres.com/universalapp/img/schl.png'}, {'category': 'Hospital', 'text': '1 Hospital', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Airport', 'text': '1 Airport', 'className': 'aprt', 'icon': 'https://static.99acres.com/universalapp/img/aprt.png'}, {'category': 'RailwayStation', 'text': '1 Railway Station', 'className': 'rail', 'icon': 'https://static.99acres.com/universalapp/img/rail.png'}]",Harish,Chaahat Homes Infratech private limited,https://static.99acres.com/images/dealer_pnava.png,M3M Capital,M3M Capital,8,Sector 113 Gurgaon ,"{'CONTACT_NAME': 'Harish', 'CONTACT_COMPANY_NAME': 'Chaahat Homes Infratech private limited', 'CLASS_LABEL': 'A', 'CONTACT_CITY': '8', 'URL': '', 'PHOTO_URL': 'https://static.99acres.com/images/dealer_pnava.png', 'super': {'CONTACT_COMPANY_NAME': 'Chaahat Homes Infratech private limited', 'PHOTO_URL': 'https://static.99acres.com/images/dealer_pnava.png', 'SINCE': 1640672470000, 'TOTAL_EOI': 83}, 'DEALER_SEO_URL': ''}","{'PROJECTID': 385121, 'PROJ_NAME': 'M3M Capital', 'BUILDERID': 305, 'SEO_BUILDER_URL': 'https://builders.99acres.com/m3m-india-builders-developers-bid-305', 'XID_URL': '/m3m-capital-sector-113-gurgaon-npxid-r385121', 'PROJ_RERA_REGISTRATION_ID': 'GGM/531/263/2022/06 DATED 02.02.2022', 'REGISTRATION_STATUS': 'REGISTERED', 'PROJECT_HIGHLIGHTS': [], 'AMENITIES': ['11', '143', '45', '32', '38', '14', '93', '111', '96', '73', '99', '79', '40', '85', '47', '43', '4', '55', '77', '1', '71', '13', '28', '10', '33', '34', '22']}","{'PROP_PHOTO_COUNT': '1', 'PROP_VIDEO_COUNT': '0'}","{'CITY': '8', 'CITY_NAME': 'Gurgaon', 'BUILDING_ID': '1071533', 'BUILDING_NAME': 'M3M Capital', 'SOCIETY_NAME': 'M3M Capital', 'LOCALITY_ID': '10014', 'LOCALITY_NAME': 'Sector 113 Gurgaon '}",1100.0,,,,,0.9999982181184993
F71021964,https://mediacdn.99acres.com/media1/22089/12/441792196T-1692968758068.jpg,https://mediacdn.99acres.com/media1/22089/12/441792196M-1692968758278.jpg,S,"Check out this 2 bhk apartment for sale in m3m capital, a popular residential project that houses in-Demand flats in sector 113 gurgaon . This is a east-Facing property. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and more than 3 balconies. All in all, the flat is spread over a super built up area of 1310 sq.Ft. The residential building has 36 floors in total and the flat for sale is located on the 11th floor. The flat is currently under construction stage and you can expect to get the possession of the property by december 2025. The flat comes well built with wood flooring options. The society complex is in the close vicinity of close to metro station, close to school and close to market, making it an ideal home for a relaxed lifestyle. All the modern amenities such as swimming pool, grocery shop, cctv surveillance, club house / community center, fitness centre / gym, lift(s), maintenance staff, visitor parking, park, shopping centre and security personnel will make life easier for you. This residential project ensures a 24*7 water supply for its residents.",Residential Apartment,Gurgaon,Sector 113 Gurgaon ,1.0,1,2.0,2,4.0,10687.0,4,3,5,11,36.0,"44,23,24,47,25,26,28,29,30,10,32,33,12,17,39,19,1,3,5,6,8,9,40,41,20,42,21,43","25th Aug, 2023",M3M Capital,14000000,14000000,10687.0,R,1071533,1000.0,1310.0,0.0,"{'LATITUDE': '28.522621253811', 'LONGITUDE': '77.025486549749', 'ZOOM_LEVEL': '14', 'SOURCE': 'BUILDING', 'MAP_ACCURACY': '0', 'MAPPED': 'Y'}",{'LOCALITY_ID': 0},121.70293,121.70293,"{'AVAIL': {'AVAILABILITY': 1, 'SUB_AVAILABILITY': '1000', 'AVAILABILITY_DATE': ''}, 'AVG_PRICE': '14000000', 'PRICE_SQFT': 10687, 'LOGO': 'N', 'FLOOR_NUMBER': '11', 'PROP_TYPE_LABEL': 'Residential Apartment', 'FURNISH_LABEL': 'Semifurnished', 'FURNISHING_ATTRIBUTES': 'Ac,Kit', 'RERA_TYPE': 'RERA', 'PRICE_IN_WORDS': 'Rs. 1.4 Crore', 'DESCRIPTION': '2-bhk-bedroom-residential-apartments-for-sale-in-m3m-capital-sector-113-gurgaon-1310-sq-ft'}","10,32,17,5,8,20,21,44,23,24,47,28,29,30,39,19,1,6,9,40,41,42,43,25,26,33,12,3,101,102,103","['East Facing', 'Private Garden', 'DWARKA SECTOR 21 Nearby', 'DPS PUBLIC SCHOOL Nearby']",/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-capital-sector-113-gurgaon-1310-sq-ft-spid-F71021964,2023-10-24 00:00:00,SPID_CONF_GROUPING,1310 sq.ft.,1.4 Cr,2 BHK Flat in Sector 113 Gurgaon,2-bhk-bedroom-apartment-flat-for-sale-in-m3m-capital-sector-113-gurgaon-1310-sq-ft-spid-F71021964,Dealer: Chaahat Homes Infratech private limited,Dealer,"['UNDER CONSTRUCTION', 'RESALE', 'RERA']",['https://mediacdn.99acres.com/media1/22089/12/441792196M-1692968758278.jpg'],['https://mediacdn.99acres.com/media1/22089/12/441792196T-1692968758068.jpg'],8.0,"[{'category': 'MetroStation', 'text': '1 Metro Station', 'className': 'mstn', 'icon': 'https://static.99acres.com/universalapp/img/mstn.png'}, {'category': 'Shopping', 'text': '1 Shopping', 'className': 'shpng', 'icon': 'https://static.99acres.com/universalapp/img/shpng.png'}, {'category': 'Connectivity', 'text': '1 Connectivity', 'className': 'hw', 'icon': 'https://static.99acres.com/universalapp/img/hw.png'}, {'category': 'Education', 'text': '2 Educations', 'className': 'schl', 'icon': 'https://static.99acres.com/universalapp/img/schl.png'}, {'category': 'Hospital', 'text': '1 Hospital', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Airport', 'text': '1 Airport', 'className': 'aprt', 'icon': 'https://static.99acres.com/universalapp/img/aprt.png'}, {'category': 'RailwayStation', 'text': '1 Railway Station', 'className': 'rail', 'icon': 'https://static.99acres.com/universalapp/img/rail.png'}]",Harish,Chaahat Homes Infratech private limited,https://static.99acres.com/images/dealer_pnava.png,M3M Capital,M3M Capital,8,Sector 113 Gurgaon ,"{'CONTACT_NAME': 'Harish', 'CONTACT_COMPANY_NAME': 'Chaahat Homes Infratech private limited', 'CLASS_LABEL': 'A', 'CONTACT_CITY': '8', 'URL': '', 'PHOTO_URL': 'https://static.99acres.com/images/dealer_pnava.png', 'super': {'CONTACT_COMPANY_NAME': 'Chaahat Homes Infratech private limited', 'PHOTO_URL': 'https://static.99acres.com/images/dealer_pnava.png', 'SINCE': 1640672470000, 'TOTAL_EOI': 88}, 'DEALER_SEO_URL': ''}","{'PROJECTID': 385121, 'PROJ_NAME': 'M3M Capital', 'BUILDERID': 305, 'SEO_BUILDER_URL': 'https://builders.99acres.com/m3m-india-builders-developers-bid-305', 'XID_URL': '/m3m-capital-sector-113-gurgaon-npxid-r385121', 'PROJ_RERA_REGISTRATION_ID': 'GGM/531/263/2022/06 DATED 02.02.2022', 'REGISTRATION_STATUS': 'REGISTERED', 'PROJECT_HIGHLIGHTS': [], 'AMENITIES': ['11', '143', '45', '32', '38', '14', '93', '111', '96', '73', '99', '79', '40', '85', '47', '43', '4', '55', '77', '1', '71', '13', '28', '10', '33', '34', '22']}","{'PROP_PHOTO_COUNT': '1', 'PROP_VIDEO_COUNT': '0'}","{'CITY': '8', 'CITY_NAME': 'Gurgaon', 'BUILDING_ID': '1071533', 'BUILDING_NAME': 'M3M Capital', 'SOCIETY_NAME': 'M3M Capital', 'LOCALITY_ID': '10014', 'LOCALITY_NAME': 'Sector 113 Gurgaon '}",1100.0,,,,,0.9999982181184993
Q71205050,https://mediacdn.99acres.com/media1/22190/12/443812542T-1693980314876.jpg,https://mediacdn.99acres.com/media1/22190/12/443812542M-1693980315425.jpg,S,"Shapoorji pallonji joyville gurugram is one of the most popular destination for buying apartments/ flats in sector 102 gurgaon. You too can be a part of this society by purchasing this 2 bhk flat here. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and more than 3 balconies. All in all, the flat is spread over a super built up area of 1215 sq.Ft. The property is located on the 11th floor of a 26 floors tall building. Moreover, the flat is currently under construction and possession is expected by january 2025.",Residential Apartment,Gurgaon,Sector 102 Gurgaon,1.0,1,2.0,2,4.0,11111.0,2,3,6,11,26.0,"44,23,12,24,17,19,1,3,5,6,40,30,20,21,43","06th Sep, 2023",Shapoorji Pallonji Joyville Gurugram,13500000,13500000,11111.0,R,810087,980.0,1215.0,1.0,"{'LATITUDE': '28.4789344', 'LONGITUDE': '76.974626', 'ZOOM_LEVEL': '6', 'SOURCE': 'VERIFIED', 'MAP_ACCURACY': '0', 'MAPPED': 'Y'}",{'LOCALITY_ID': 0},112.877145,112.877145,"{'AVAIL': {'AVAILABILITY': 2, 'SUB_AVAILABILITY': '6', 'AVAILABILITY_DATE': ''}, 'AVG_PRICE': '13500000', 'PRICE_SQFT': 11111, 'LOGO': 'N', 'FLOOR_NUMBER': '11', 'PROP_TYPE_LABEL': 'Residential Apartment', 'FURNISH_LABEL': 'Unfurnished', 'FURNISHING_ATTRIBUTES': '', 'RERA_TYPE': 'RERA', 'PRICE_IN_WORDS': 'Rs. 1.35 Crore', 'DESCRIPTION': '2-bhk-bedroom-residential-apartments-for-sale-in-shapoorji-pallonji-joyville-gurugram-sector-102-gurgaon-1215-sq-ft'}","17,5,20,21,44,23,24,19,1,6,40,30,43,12,3,101,102",,/2-bhk-bedroom-apartment-flat-for-sale-in-shapoorji-pallonji-joyville-gurugram-sector-102-gurgaon-1215-sq-ft-spid-Q71205050,2023-11-04 00:00:00,SPID_GROUP_SEARCH_NORMAL,1215 sq.ft.,1.35 Cr,2 BHK Flat in Sector 102 Gurgaon,2-bhk-bedroom-apartment-flat-for-sale-in-shapoorji-pallonji-joyville-gurugram-sector-102-gurgaon-1215-sq-ft-spid-Q71205050,Dealer: Rentiers.in,Dealer,"['READY TO MOVE', 'RESALE', 'RERA']","['https://mediacdn.99acres.com/media1/22190/12/443812542M-1693980315425.jpg', 'https://mediacdn.99acres.com/media1/22190/10/443810256M-1693979779256.jpg', 'https://mediacdn.99acres.com/media1/22190/11/443811532M-1693980117438.jpg', 'https://mediacdn.99acres.com/media1/22190/11/443811536M-1693980122760.jpg', 'https://mediacdn.99acres.com/media1/22190/10/443810442M-1693979822611.jpg', 'https://mediacdn.99acres.com/media1/22190/11/443811266M-1693980036742.jpg', 'https://mediacdn.99acres.com/media1/22190/10/443810476M-1693979822732.jpg', 'https://mediacdn.99acres.com/media1/22190/11/443811318M-1693980044460.jpg', 'https://mediacdn.99acres.com/media1/22190/11/443811520M-1693980117460.jpg', 'https://mediacdn.99acres.com/media1/22190/11/443811582M-1693980122592.jpg', 'https://mediacdn.99acres.com/media1/22190/12/443812536M-1693980316714.jpg', 'https://mediacdn.99acres.com/media1/22190/12/443812638M-1693980357738.jpg']","['https://mediacdn.99acres.com/media1/22190/12/443812542T-1693980314876.jpg', 'https://mediacdn.99acres.com/media1/22190/10/443810256T-1693979778874.jpg', 'https://mediacdn.99acres.com/media1/22190/11/443811532T-1693980116953.jpg', 'https://mediacdn.99acres.com/media1/22190/11/443811536T-1693980122028.jpg', 'https://mediacdn.99acres.com/media1/22190/10/443810442T-1693979822110.jpg', 'https://mediacdn.99acres.com/media1/22190/11/443811266T-1693980036161.jpg', 'https://mediacdn.99acres.com/media1/22190/10/443810476T-1693979822291.jpg', 'https://mediacdn.99acres.com/media1/22190/11/443811318T-1693980043791.jpg', 'https://mediacdn.99acres.com/media1/22190/11/443811520T-1693980116969.jpg', 'https://mediacdn.99acres.com/media1/22190/11/443811582T-1693980122039.jpg', 'https://mediacdn.99acres.com/media1/22190/12/443812536T-1693980315923.jpg', 'https://mediacdn.99acres.com/media1/22190/12/443812638T-1693980357061.jpg']",10.0,"[{'category': 'Shopping', 'text': '1 Shopping', 'className': 'shpng', 'icon': 'https://static.99acres.com/universalapp/img/shpng.png'}, {'category': 'Connectivity', 'text': '1 Connectivity', 'className': 'hw', 'icon': 'https://static.99acres.com/universalapp/img/hw.png'}, {'category': 'Education', 'text': '2 Educations', 'className': 'schl', 'icon': 'https://static.99acres.com/universalapp/img/schl.png'}, {'category': 'Hospital', 'text': '1 Hospital', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Airport', 'text': '1 Airport', 'className': 'aprt', 'icon': 'https://static.99acres.com/universalapp/img/aprt.png'}, {'category': 'RailwayStation', 'text': '1 Railway Station', 'className': 'rail', 'icon': 'https://static.99acres.com/universalapp/img/rail.png'}, {'category': 'OfficeComplex', 'text': '1 Office Complex', 'className': 'ofce', 'icon': 'https://static.99acres.com/universalapp/img/ofce.png'}, {'category': 'Hotel', 'text': '1 Hotels', 'className': 'htl', 'icon': 'https://static.99acres.com/universalapp/img/htl.png'}, {'category': 'Stadium', 'text': '1 Stadium', 'className': 'stdm', 'icon': 'https://static.99acres.com/universalapp/img/stdm.png'}]",Rentiers,Rentiers.in,https://static.99acres.com/images/dealer_pnava.png,Shapoorji Pallonji Joyville Gurugram,Shapoorji Pallonji Joyville Gurugram,8,Sector 102,"{'CONTACT_NAME': 'Rentiers', 'CONTACT_COMPANY_NAME': 'Rentiers.in', 'CLASS_LABEL': 'A', 'CONTACT_CITY': '8', 'URL': '', 'PHOTO_URL': 'https://static.99acres.com/images/dealer_pnava.png', 'super': {'CONTACT_COMPANY_NAME': 'Rentiers.in', 'PHOTO_URL': 'https://static.99acres.com/images/dealer_pnava.png', 'SINCE': 1693485474000, 'TOTAL_EOI': 126}, 'DEALER_SEO_URL': ''}","{'PROJECTID': 319819, 'PROJ_NAME': 'Shapoorji Pallonji Joyville Gurugram', 'BUILDERID': 71481, 'SEO_BUILDER_URL': 'https://builders.99acres.com/joyville-shapoorji-housing-builders-developers-bid-71481', 'XID_URL': '/shapoorji-pallonji-joyville-gurugram-sector-102-gurgaon-npxid-r319819', 'PROJ_RERA_REGISTRATION_ID': 'RC/REP/HARERA/GGM/2018/28', 'REGISTRATION_STATUS': 'REGISTERED', 'PROJECT_HIGHLIGHTS': ['24,000 sq. ft. Clubhouse'], 'AMENITIES': ['11', '131', '52', '38', '96', '16', '44', '8', '60', '40', '103', '85', '4', '139', '1', '13'], 'PROJECT_RATING': '4.1'}","{'PROP_PHOTO_COUNT': '12', 'PROP_VIDEO_COUNT': '0'}","{'CITY': '8', 'CITY_NAME': 'Gurgaon', 'BUILDING_ID': '810087', 'BUILDING_NAME': 'Shapoorji Pallonji Joyville Gurugram', 'SOCIETY_NAME': 'Shapoorji Pallonji Joyville Gurugram', 'LOCALITY_ID': '7504', 'LOCALITY_NAME': 'Sector 102 Gurgaon', 'ADDRESS': 'Hn Number'}",1000.0,,,,,0.606796569946495
T67008566,https://mediacdn.99acres.com/media1/20194/10/403890144T-1674708561229.jpg,https://mediacdn.99acres.com/media1/20194/10/403890144M-1674708561229.jpg,S,"Situated in sector 113 gurgaon , m3m capital is a well planned society that offers a pleasant living experience to its residents. This 2 bhk flat in gurgaon is your opportunity to be a part of this community. This residential flat is north-East-Facing direction. The flat is over 1350 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and more than 3 balconies. The property is located on the 2nd floor of a 36 floors tall building. As the property is currently under construction , you can expect to get the possession by december 2025. The well built vitrified flooring enhances the aesthetic appeal of this flat. Another plus point for this is that it is situated near close to metro station, close to school and close to hospital. All the modern amenities such as swimming pool, grocery shop, cctv surveillance, club house / community center, fitness centre / gym, lift(s), maintenance staff, visitor parking, park, water softening plant, shopping centre and security personnel will make life easier for you. Municipal corporation and borewell/tank provides a regular supply of water to this residential project.",Residential Apartment,Gurgaon,Sector 113 Gurgaon ,1.0,1,2.0,2,4.0,14100.0,4,5,5,2,36.0,"33,12,23,24,47,26,17,28,29,19,1,3,6,8,9,40,30,41,20,31,21","24th Aug, 2023",M3M Capital,19035000,19035000,14100.0,R,1071533,945.0,1350.0,0.0,"{'LATITUDE': '28.522621253811', 'LONGITUDE': '77.025486549749', 'ZOOM_LEVEL': '14', 'SOURCE': 'BUILDING', 'MAP_ACCURACY': '0', 'MAPPED': 'Y'}",{'LOCALITY_ID': 0},125.41905,125.41905,"{'AVAIL': {'AVAILABILITY': 1, 'SUB_AVAILABILITY': '1000', 'AVAILABILITY_DATE': ''}, 'AVG_PRICE': '19035000', 'PRICE_SQFT': 14100, 'LOGO': 'N', 'FLOOR_NUMBER': '2', 'PROP_TYPE_LABEL': 'Residential Apartment', 'FURNISH_LABEL': 'Semifurnished', 'FURNISHING_ATTRIBUTES': 'Light,Fan,Ac', 'RERA_TYPE': 'RERA', 'PRICE_IN_WORDS': 'Rs. 1.9 Crore', 'DESCRIPTION': '2-bhk-bedroom-flats-for-sale-in-m3m-capital-sector-113-gurgaon-1350-sq-ft'}","17,8,20,21,23,24,47,28,29,19,1,6,9,40,30,41,33,12,26,3,31,101,102,103","['North-East Facing', 'Private Garden', 'Huda City Center Nearby', 'Orchids International School Nearby']",/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-capital-sector-113-gurgaon-1350-sq-ft-r2-spid-T67008566,2023-10-23 00:00:00,SPID_CONF_GROUPING,1350 sq.ft.,1.9 Cr,2 BHK Flat in Sector 113 Gurgaon,2-bhk-bedroom-apartment-flat-for-sale-in-m3m-capital-sector-113-gurgaon-1350-sq-ft-r2-spid-T67008566,Dealer: GLS Consultants,Dealer,"['UNDER CONSTRUCTION', 'RESALE', 'RERA']",['https://mediacdn.99acres.com/media1/20194/10/403890144M-1674708561229.jpg'],['https://mediacdn.99acres.com/media1/20194/10/403890144T-1674708561229.jpg'],8.0,"[{'category': 'MetroStation', 'text': '1 Metro Station', 'className': 'mstn', 'icon': 'https://static.99acres.com/universalapp/img/mstn.png'}, {'category': 'Shopping', 'text': '1 Shopping', 'className': 'shpng', 'icon': 'https://static.99acres.com/universalapp/img/shpng.png'}, {'category': 'Connectivity', 'text': '1 Connectivity', 'className': 'hw', 'icon': 'https://static.99acres.com/universalapp/img/hw.png'}, {'category': 'Education', 'text': '2 Educations', 'className': 'schl', 'icon': 'https://static.99acres.com/universalapp/img/schl.png'}, {'category': 'Hospital', 'text': '1 Hospital', 'className': 'hsptl', 'icon': 'https://static.99acres.com/universalapp/img/hsptl.png'}, {'category': 'Airport', 'text': '1 Airport', 'className': 'aprt', 'icon': 'https://static.99acres.com/universalapp/img/aprt.png'}, {'category': 'RailwayStation', 'text': '1 Railway Station', 'className': 'rail', 'icon': 'https://static.99acres.com/universalapp/img/rail.png'}]",Vijay Gupta,GLS Consultants,https://mediacdn.99acres.com/media1/19054/19/381099608O-1662726659183.jpeg,M3M Capital,M3M Capital,8,Sector 113 Gurgaon ,"{'CONTACT_NAME': 'Vijay Gupta', 'CONTACT_COMPANY_NAME': 'GLS Consultants', 'CLASS_LABEL': 'A', 'CONTACT_CITY': '8', 'URL': 'www.glsconsultant.com', 'PHOTO_URL': 'https://mediacdn.99acres.com/media1/19054/19/381099608O-1662726659183.jpeg', 'super': {'CONTACT_COMPANY_NAME': 'GLS Consultants', 'PHOTO_URL': 'https://mediacdn.99acres.com/media1/19054/19/381099608O-1662726659183.jpeg', 'SINCE': 1661773844000, 'TOTAL_EOI': 6950}, 'DEALER_SEO_URL': ''}","{'PROJECTID': 385121, 'PROJ_NAME': 'M3M Capital', 'BUILDERID': 305, 'SEO_BUILDER_URL': 'https://builders.99acres.com/m3m-india-builders-developers-bid-305', 'XID_URL': '/m3m-capital-sector-113-gurgaon-npxid-r385121', 'PROJ_RERA_REGISTRATION_ID': 'GGM/531/263/2022/06 DATED 02.02.2022', 'REGISTRATION_STATUS': 'REGISTERED', 'PROJECT_HIGHLIGHTS': [], 'AMENITIES': ['11', '143', '45', '32', '38', '14', '93', '111', '96', '73', '99', '79', '40', '85', '47', '43', '4', '55', '77', '1', '71', '13', '28', '10', '33', '34', '22']}","{'PROP_PHOTO_COUNT': '1', 'PROP_VIDEO_COUNT': '0'}","{'CITY': '8', 'CITY_NAME': 'Gurgaon', 'BUILDING_ID': '1071533', 'BUILDING_NAME': 'M3M Capital', 'SOCIETY_NAME': 'M3M Capital', 'LOCALITY_ID': '10014', 'LOCALITY_NAME': 'Sector 113 Gurgaon ', 'ADDRESS': '202'}",1080.0,,,,,0.49130080421312566
